# engine	entry	ratio	mode	metric	value
baseline-v1	sine220	1.5	once	sine_sideband_db	-18.501151
baseline-v1	sine220	1.5	once	sine_thd_db	-79.720079
baseline-v1	sine220	1.5	once	sa_attack_ratio	0.065944
baseline-v1	sine220	1.5	once	sa_flatness_delta	0.001118
baseline-v1	sine220	1.5	once	sa_lufs_delta_db	1.616036
baseline-v1	sine220	1.5	pingpong	trailing_silence	0.000667
baseline-v1	sine220	1.5	pingpong	spectral_delta_db	0.010907
baseline-v1	sine220	1.5	pingpong	level_delta_db	0.077633
baseline-v1	sine220	1.5	pingpong	mod_expected_db	29.991336
baseline-v1	sine220	1.5	pingpong	mod_band_peak_db	38.901394
baseline-v1	sine220	1.5	pingpong	mod_acf_peak	0.000000
baseline-v1	sine220	1.5	pingpong	sine_sideband_db	-5.277210
baseline-v1	sine220	1.5	pingpong	sine_thd_db	-72.917221
baseline-v1	sine220	1.5	pingpong	sa_attack_ratio	0.262214
baseline-v1	sine220	1.5	pingpong	sa_flatness_delta	0.000677
baseline-v1	sine220	1.5	pingpong	sa_lufs_delta_db	0.080657
baseline-v1	sine220	2	once	trailing_silence	0.127500
baseline-v1	sine220	2	once	mod_expected_db	37.668538
baseline-v1	sine220	2	once	mod_band_peak_db	64.013079
baseline-v1	sine220	2	once	mod_acf_peak	0.000000
baseline-v1	sine220	2	once	sine_sideband_db	-24.979446
baseline-v1	sine220	2	once	sine_thd_db	-75.454512
baseline-v1	sine220	2	once	sa_attack_ratio	0.050663
baseline-v1	sine220	2	once	sa_flatness_delta	0.001317
baseline-v1	sine220	2	once	sa_lufs_delta_db	1.942803
baseline-v1	sine220	2	pingpong	trailing_silence	0.000500
baseline-v1	sine220	2	pingpong	spectral_delta_db	0.011533
baseline-v1	sine220	2	pingpong	level_delta_db	0.052831
baseline-v1	sine220	2	pingpong	mod_expected_db	29.908855
baseline-v1	sine220	2	pingpong	mod_band_peak_db	34.487729
baseline-v1	sine220	2	pingpong	mod_acf_peak	0.000000
baseline-v1	sine220	2	pingpong	sine_sideband_db	-6.057093
baseline-v1	sine220	2	pingpong	sine_thd_db	-58.965762
baseline-v1	sine220	2	pingpong	sa_attack_ratio	0.325942
baseline-v1	sine220	2	pingpong	sa_flatness_delta	0.001100
baseline-v1	sine220	2	pingpong	sa_lufs_delta_db	0.048842
baseline-v1	sine440	0.5	repeat	trailing_silence	0.002000
baseline-v1	sine440	0.5	repeat	spectral_delta_db	0.000050
baseline-v1	sine440	0.5	repeat	level_delta_db	0.094475
baseline-v1	sine440	0.5	repeat	sa_attack_ratio	0.360261
baseline-v1	sine440	0.5	repeat	sa_flatness_delta	0.000170
baseline-v1	sine440	0.5	repeat	sa_lufs_delta_db	0.105451
baseline-v1	sine440	0.75	repeat	trailing_silence	0.000667
baseline-v1	sine440	0.75	repeat	spectral_delta_db	0.000038
baseline-v1	sine440	0.75	repeat	level_delta_db	0.070207
baseline-v1	sine440	0.75	repeat	sa_attack_ratio	0.195538
baseline-v1	sine440	0.75	repeat	sa_flatness_delta	0.000112
baseline-v1	sine440	0.75	repeat	sa_lufs_delta_db	0.084259
baseline-v1	sine440	1.25	repeat	trailing_silence	0.000400
baseline-v1	sine440	1.25	repeat	spectral_delta_db	0.000096
baseline-v1	sine440	1.25	repeat	level_delta_db	0.061871
baseline-v1	sine440	1.25	repeat	mod_expected_db	23.743468
baseline-v1	sine440	1.25	repeat	mod_band_peak_db	33.199147
baseline-v1	sine440	1.25	repeat	mod_acf_peak	0.000000
baseline-v1	sine440	1.25	repeat	sine_sideband_db	-10.467674
baseline-v1	sine440	1.25	repeat	sine_thd_db	-83.981545
baseline-v1	sine440	1.25	repeat	sa_attack_ratio	0.216587
baseline-v1	sine440	1.25	repeat	sa_flatness_delta	0.001241
baseline-v1	sine440	1.25	repeat	sa_lufs_delta_db	0.068015
baseline-v1	sine440	1.5	repeat	trailing_silence	0.000667
baseline-v1	sine440	1.5	repeat	spectral_delta_db	0.000102
baseline-v1	sine440	1.5	repeat	level_delta_db	0.081879
baseline-v1	sine440	1.5	repeat	mod_expected_db	34.166548
baseline-v1	sine440	1.5	repeat	mod_band_peak_db	38.481510
baseline-v1	sine440	1.5	repeat	mod_acf_peak	0.000000
baseline-v1	sine440	1.5	repeat	sine_sideband_db	-0.863310
baseline-v1	sine440	1.5	repeat	sine_thd_db	-71.503425
baseline-v1	sine440	1.5	repeat	sa_attack_ratio	0.208349
baseline-v1	sine440	1.5	repeat	sa_flatness_delta	0.000761
baseline-v1	sine440	1.5	repeat	sa_lufs_delta_db	0.085150
baseline-v1	sine440	2	repeat	trailing_silence	0.000500
baseline-v1	sine440	2	repeat	spectral_delta_db	0.000071
baseline-v1	sine440	2	repeat	level_delta_db	0.041373
baseline-v1	sine440	2	repeat	mod_expected_db	23.090032
baseline-v1	sine440	2	repeat	mod_band_peak_db	29.774843
baseline-v1	sine440	2	repeat	mod_acf_peak	0.000000
baseline-v1	sine440	2	repeat	sine_sideband_db	-22.329197
baseline-v1	sine440	2	repeat	sine_thd_db	-89.222843
baseline-v1	sine440	2	repeat	sa_attack_ratio	0.185614
baseline-v1	sine440	2	repeat	sa_flatness_delta	0.001656
baseline-v1	sine440	2	repeat	sa_lufs_delta_db	0.042037
baseline-v1	sine440	4	repeat	trailing_silence	0.000250
baseline-v1	sine440	4	repeat	spectral_delta_db	0.000102
baseline-v1	sine440	4	repeat	level_delta_db	0.043598
baseline-v1	sine440	4	repeat	mod_expected_db	14.424803
baseline-v1	sine440	4	repeat	mod_band_peak_db	29.896099
baseline-v1	sine440	4	repeat	mod_acf_peak	0.000000
baseline-v1	sine440	4	repeat	sine_sideband_db	-4.755161
baseline-v1	sine440	4	repeat	sine_thd_db	-71.979249
baseline-v1	sine440	4	repeat	sa_attack_ratio	0.268272
baseline-v1	sine440	4	repeat	sa_flatness_delta	0.001730
baseline-v1	sine440	4	repeat	sa_lufs_delta_db	0.043005
baseline-v1	sine440	1.5	once	trailing_silence	0.085333
baseline-v1	sine440	1.5	once	mod_expected_db	57.824362
baseline-v1	sine440	1.5	once	mod_band_peak_db	64.056706
baseline-v1	sine440	1.5	once	mod_acf_peak	0.000000
baseline-v1	sine440	1.5	once	sine_sideband_db	-17.715012
baseline-v1	sine440	1.5	once	sine_thd_db	-88.823791
baseline-v1	sine440	1.5	once	sa_attack_ratio	0.065119
baseline-v1	sine440	1.5	once	sa_flatness_delta	0.001594
baseline-v1	sine440	1.5	once	sa_lufs_delta_db	1.616923
baseline-v1	sine440	1.5	pingpong	trailing_silence	0.000667
baseline-v1	sine440	1.5	pingpong	spectral_delta_db	0.000115
baseline-v1	sine440	1.5	pingpong	level_delta_db	0.077628
baseline-v1	sine440	1.5	pingpong	mod_expected_db	25.855638
baseline-v1	sine440	1.5	pingpong	mod_band_peak_db	37.221077
baseline-v1	sine440	1.5	pingpong	mod_acf_peak	0.000000
baseline-v1	sine440	1.5	pingpong	sine_sideband_db	0.086333
baseline-v1	sine440	1.5	pingpong	sine_thd_db	-80.109072
baseline-v1	sine440	1.5	pingpong	sa_attack_ratio	0.260173
baseline-v1	sine440	1.5	pingpong	sa_flatness_delta	0.000674
baseline-v1	sine440	1.5	pingpong	sa_lufs_delta_db	0.080629
baseline-v1	sine440	2	once	trailing_silence	0.127500
baseline-v1	sine440	2	once	mod_expected_db	37.671805
baseline-v1	sine440	2	once	mod_band_peak_db	64.013024
baseline-v1	sine440	2	once	mod_acf_peak	0.000000
baseline-v1	sine440	2	once	sine_sideband_db	-25.486861
baseline-v1	sine440	2	once	sine_thd_db	-87.603038
baseline-v1	sine440	2	once	sa_attack_ratio	0.049672
baseline-v1	sine440	2	once	sa_flatness_delta	0.001797
baseline-v1	sine440	2	once	sa_lufs_delta_db	1.942696
baseline-v1	sine440	2	pingpong	trailing_silence	0.000500
baseline-v1	sine440	2	pingpong	spectral_delta_db	0.000172
baseline-v1	sine440	2	pingpong	level_delta_db	0.062667
baseline-v1	sine440	2	pingpong	mod_expected_db	28.736338
baseline-v1	sine440	2	pingpong	mod_band_peak_db	35.677299
baseline-v1	sine440	2	pingpong	mod_acf_peak	0.000000
baseline-v1	sine440	2	pingpong	sine_sideband_db	-8.152349
baseline-v1	sine440	2	pingpong	sine_thd_db	-66.954440
baseline-v1	sine440	2	pingpong	sa_attack_ratio	0.325828
baseline-v1	sine440	2	pingpong	sa_flatness_delta	0.001310
baseline-v1	sine440	2	pingpong	sa_lufs_delta_db	0.063097
baseline-v1	sine1000	0.5	repeat	trailing_silence	0.002000
baseline-v1	sine1000	0.5	repeat	spectral_delta_db	0.000002
baseline-v1	sine1000	0.5	repeat	level_delta_db	0.099346
baseline-v1	sine1000	0.5	repeat	sa_attack_ratio	0.414452
baseline-v1	sine1000	0.5	repeat	sa_flatness_delta	0.000135
baseline-v1	sine1000	0.5	repeat	sa_lufs_delta_db	0.113843
baseline-v1	sine1000	0.75	repeat	trailing_silence	0.000667
baseline-v1	sine1000	0.75	repeat	spectral_delta_db	0.000002
baseline-v1	sine1000	0.75	repeat	level_delta_db	0.062462
baseline-v1	sine1000	0.75	repeat	sa_attack_ratio	0.251396
baseline-v1	sine1000	0.75	repeat	sa_flatness_delta	0.000087
baseline-v1	sine1000	0.75	repeat	sa_lufs_delta_db	0.074207
baseline-v1	sine1000	1.25	repeat	trailing_silence	0.000400
baseline-v1	sine1000	1.25	repeat	spectral_delta_db	0.000030
baseline-v1	sine1000	1.25	repeat	level_delta_db	0.093109
baseline-v1	sine1000	1.25	repeat	mod_expected_db	32.892561
baseline-v1	sine1000	1.25	repeat	mod_band_peak_db	40.126106
baseline-v1	sine1000	1.25	repeat	mod_acf_peak	0.268033
baseline-v1	sine1000	1.25	repeat	sine_sideband_db	-5.167227
baseline-v1	sine1000	1.25	repeat	sine_thd_db	-80.035280
baseline-v1	sine1000	1.25	repeat	sa_attack_ratio	0.240432
baseline-v1	sine1000	1.25	repeat	sa_flatness_delta	0.003192
baseline-v1	sine1000	1.25	repeat	sa_lufs_delta_db	0.098520
baseline-v1	sine1000	1.5	repeat	trailing_silence	0.000667
baseline-v1	sine1000	1.5	repeat	spectral_delta_db	0.000022
baseline-v1	sine1000	1.5	repeat	level_delta_db	0.058898
baseline-v1	sine1000	1.5	repeat	mod_expected_db	19.074700
baseline-v1	sine1000	1.5	repeat	mod_band_peak_db	33.882723
baseline-v1	sine1000	1.5	repeat	mod_acf_peak	0.226163
baseline-v1	sine1000	1.5	repeat	sine_sideband_db	-2.202578
baseline-v1	sine1000	1.5	repeat	sine_thd_db	-81.172382
baseline-v1	sine1000	1.5	repeat	sa_attack_ratio	0.204501
baseline-v1	sine1000	1.5	repeat	sa_flatness_delta	0.001962
baseline-v1	sine1000	1.5	repeat	sa_lufs_delta_db	0.060049
baseline-v1	sine1000	2	repeat	trailing_silence	0.000500
baseline-v1	sine1000	2	repeat	spectral_delta_db	0.000033
baseline-v1	sine1000	2	repeat	level_delta_db	0.066679
baseline-v1	sine1000	2	repeat	mod_expected_db	31.104448
baseline-v1	sine1000	2	repeat	mod_band_peak_db	36.823574
baseline-v1	sine1000	2	repeat	mod_acf_peak	0.463667
baseline-v1	sine1000	2	repeat	sine_sideband_db	-11.967974
baseline-v1	sine1000	2	repeat	sine_thd_db	-88.053706
baseline-v1	sine1000	2	repeat	sa_attack_ratio	0.341586
baseline-v1	sine1000	2	repeat	sa_flatness_delta	0.002815
baseline-v1	sine1000	2	repeat	sa_lufs_delta_db	0.064484
baseline-v1	sine1000	4	repeat	trailing_silence	0.000250
baseline-v1	sine1000	4	repeat	spectral_delta_db	0.000030
baseline-v1	sine1000	4	repeat	level_delta_db	0.041993
baseline-v1	sine1000	4	repeat	mod_expected_db	11.119573
baseline-v1	sine1000	4	repeat	mod_band_peak_db	32.542847
baseline-v1	sine1000	4	repeat	mod_acf_peak	0.741095
baseline-v1	sine1000	4	repeat	sine_sideband_db	-13.499957
baseline-v1	sine1000	4	repeat	sine_thd_db	-84.996477
baseline-v1	sine1000	4	repeat	sa_attack_ratio	0.311592
baseline-v1	sine1000	4	repeat	sa_flatness_delta	0.003441
baseline-v1	sine1000	4	repeat	sa_lufs_delta_db	0.041285
baseline-v1	sine1000	1.5	once	trailing_silence	0.085333
baseline-v1	sine1000	1.5	once	mod_expected_db	57.821908
baseline-v1	sine1000	1.5	once	mod_band_peak_db	64.054885
baseline-v1	sine1000	1.5	once	mod_acf_peak	0.697602
baseline-v1	sine1000	1.5	once	sine_sideband_db	-6.075417
baseline-v1	sine1000	1.5	once	sine_thd_db	-91.671114
baseline-v1	sine1000	1.5	once	sa_attack_ratio	0.063218
baseline-v1	sine1000	1.5	once	sa_flatness_delta	0.001934
baseline-v1	sine1000	1.5	once	sa_lufs_delta_db	1.620414
baseline-v1	sine1000	1.5	pingpong	trailing_silence	0.000667
baseline-v1	sine1000	1.5	pingpong	spectral_delta_db	0.000029
baseline-v1	sine1000	1.5	pingpong	level_delta_db	0.068251
baseline-v1	sine1000	1.5	pingpong	mod_expected_db	26.295212
baseline-v1	sine1000	1.5	pingpong	mod_band_peak_db	35.756998
baseline-v1	sine1000	1.5	pingpong	mod_acf_peak	0.307508
baseline-v1	sine1000	1.5	pingpong	sine_sideband_db	3.425771
baseline-v1	sine1000	1.5	pingpong	sine_thd_db	-77.175010
baseline-v1	sine1000	1.5	pingpong	sa_attack_ratio	0.241331
baseline-v1	sine1000	1.5	pingpong	sa_flatness_delta	0.002858
baseline-v1	sine1000	1.5	pingpong	sa_lufs_delta_db	0.070037
baseline-v1	sine1000	2	once	trailing_silence	0.127500
baseline-v1	sine1000	2	once	mod_expected_db	37.670845
baseline-v1	sine1000	2	once	mod_band_peak_db	64.012190
baseline-v1	sine1000	2	once	mod_acf_peak	0.688531
baseline-v1	sine1000	2	once	sine_sideband_db	-25.131269
baseline-v1	sine1000	2	once	sine_thd_db	-94.240136
baseline-v1	sine1000	2	once	sa_attack_ratio	0.047724
baseline-v1	sine1000	2	once	sa_flatness_delta	0.002059
baseline-v1	sine1000	2	once	sa_lufs_delta_db	1.942813
baseline-v1	sine1000	2	pingpong	trailing_silence	0.000500
baseline-v1	sine1000	2	pingpong	spectral_delta_db	0.000041
baseline-v1	sine1000	2	pingpong	level_delta_db	0.058090
baseline-v1	sine1000	2	pingpong	mod_expected_db	26.102803
baseline-v1	sine1000	2	pingpong	mod_band_peak_db	35.840938
baseline-v1	sine1000	2	pingpong	mod_acf_peak	0.267827
baseline-v1	sine1000	2	pingpong	sine_sideband_db	-6.496417
baseline-v1	sine1000	2	pingpong	sine_thd_db	-73.737477
baseline-v1	sine1000	2	pingpong	sa_attack_ratio	0.302973
baseline-v1	sine1000	2	pingpong	sa_flatness_delta	0.003485
baseline-v1	sine1000	2	pingpong	sa_lufs_delta_db	0.062594
baseline-v1	sweep	0.5	repeat	trailing_silence	0.002000
baseline-v1	sweep	0.5	repeat	spectral_delta_db	5.562070
baseline-v1	sweep	0.5	repeat	level_delta_db	0.097346
baseline-v1	sweep	0.5	repeat	sa_attack_ratio	0.780920
baseline-v1	sweep	0.5	repeat	sa_flatness_delta	0.000132
baseline-v1	sweep	0.5	repeat	sa_lufs_delta_db	0.546817
baseline-v1	sweep	0.75	repeat	trailing_silence	0.000667
baseline-v1	sweep	0.75	repeat	spectral_delta_db	0.928984
baseline-v1	sweep	0.75	repeat	level_delta_db	0.065930
baseline-v1	sweep	0.75	repeat	sa_attack_ratio	0.464321
baseline-v1	sweep	0.75	repeat	sa_flatness_delta	0.000078
baseline-v1	sweep	0.75	repeat	sa_lufs_delta_db	0.296396
baseline-v1	sweep	1.25	repeat	trailing_silence	0.000400
baseline-v1	sweep	1.25	repeat	spectral_delta_db	0.359475
baseline-v1	sweep	1.25	repeat	level_delta_db	0.065527
baseline-v1	sweep	1.25	repeat	mod_expected_db	19.661326
baseline-v1	sweep	1.25	repeat	mod_band_peak_db	35.890744
baseline-v1	sweep	1.25	repeat	mod_acf_peak	0.304716
baseline-v1	sweep	1.25	repeat	sa_attack_ratio	0.439211
baseline-v1	sweep	1.25	repeat	sa_flatness_delta	0.001362
baseline-v1	sweep	1.25	repeat	sa_lufs_delta_db	0.097458
baseline-v1	sweep	1.5	repeat	trailing_silence	0.000667
baseline-v1	sweep	1.5	repeat	spectral_delta_db	0.509755
baseline-v1	sweep	1.5	repeat	level_delta_db	0.077012
baseline-v1	sweep	1.5	repeat	mod_expected_db	27.587026
baseline-v1	sweep	1.5	repeat	mod_band_peak_db	34.545054
baseline-v1	sweep	1.5	repeat	mod_acf_peak	0.249828
baseline-v1	sweep	1.5	repeat	sa_attack_ratio	0.401232
baseline-v1	sweep	1.5	repeat	sa_flatness_delta	0.001420
baseline-v1	sweep	1.5	repeat	sa_lufs_delta_db	0.106902
baseline-v1	sweep	2	repeat	trailing_silence	0.000500
baseline-v1	sweep	2	repeat	spectral_delta_db	0.282677
baseline-v1	sweep	2	repeat	level_delta_db	0.054293
baseline-v1	sweep	2	repeat	mod_expected_db	27.660763
baseline-v1	sweep	2	repeat	mod_band_peak_db	34.575872
baseline-v1	sweep	2	repeat	mod_acf_peak	0.261516
baseline-v1	sweep	2	repeat	sa_attack_ratio	0.464969
baseline-v1	sweep	2	repeat	sa_flatness_delta	0.002018
baseline-v1	sweep	2	repeat	sa_lufs_delta_db	0.013776
baseline-v1	sweep	4	repeat	trailing_silence	0.000250
baseline-v1	sweep	4	repeat	spectral_delta_db	0.336282
baseline-v1	sweep	4	repeat	level_delta_db	0.041826
baseline-v1	sweep	4	repeat	mod_expected_db	1.412792
baseline-v1	sweep	4	repeat	mod_band_peak_db	31.579132
baseline-v1	sweep	4	repeat	mod_acf_peak	0.421411
baseline-v1	sweep	4	repeat	sa_attack_ratio	0.386726
baseline-v1	sweep	4	repeat	sa_flatness_delta	0.001069
baseline-v1	sweep	4	repeat	sa_lufs_delta_db	0.065593
baseline-v1	sweep	1.5	once	trailing_silence	0.085333
baseline-v1	sweep	1.5	once	mod_expected_db	57.851250
baseline-v1	sweep	1.5	once	mod_band_peak_db	64.083431
baseline-v1	sweep	1.5	once	mod_acf_peak	0.604781
baseline-v1	sweep	1.5	once	sa_attack_ratio	0.406176
baseline-v1	sweep	1.5	once	sa_flatness_delta	0.004222
baseline-v1	sweep	1.5	once	sa_lufs_delta_db	1.393895
baseline-v1	sweep	1.5	pingpong	trailing_silence	0.000667
baseline-v1	sweep	1.5	pingpong	spectral_delta_db	0.725971
baseline-v1	sweep	1.5	pingpong	level_delta_db	0.036408
baseline-v1	sweep	1.5	pingpong	mod_expected_db	28.681718
baseline-v1	sweep	1.5	pingpong	mod_band_peak_db	34.480498
baseline-v1	sweep	1.5	pingpong	mod_acf_peak	0.037304
baseline-v1	sweep	1.5	pingpong	sa_attack_ratio	0.380799
baseline-v1	sweep	1.5	pingpong	sa_flatness_delta	0.001433
baseline-v1	sweep	1.5	pingpong	sa_lufs_delta_db	0.124309
baseline-v1	sweep	2	once	trailing_silence	0.127500
baseline-v1	sweep	2	once	mod_expected_db	37.662638
baseline-v1	sweep	2	once	mod_band_peak_db	64.013538
baseline-v1	sweep	2	once	mod_acf_peak	0.600620
baseline-v1	sweep	2	once	sa_attack_ratio	0.323980
baseline-v1	sweep	2	once	sa_flatness_delta	0.004111
baseline-v1	sweep	2	once	sa_lufs_delta_db	1.642958
baseline-v1	sweep	2	pingpong	trailing_silence	0.000500
baseline-v1	sweep	2	pingpong	spectral_delta_db	0.261058
baseline-v1	sweep	2	pingpong	level_delta_db	0.022701
baseline-v1	sweep	2	pingpong	mod_expected_db	22.644019
baseline-v1	sweep	2	pingpong	mod_band_peak_db	32.298710
baseline-v1	sweep	2	pingpong	mod_acf_peak	0.081264
baseline-v1	sweep	2	pingpong	sa_attack_ratio	0.533693
baseline-v1	sweep	2	pingpong	sa_flatness_delta	0.002188
baseline-v1	sweep	2	pingpong	sa_lufs_delta_db	0.099464
baseline-v1	padchord	0.5	repeat	trailing_silence	0.001000
baseline-v1	padchord	0.5	repeat	spectral_delta_db	0.014939
baseline-v1	padchord	0.5	repeat	level_delta_db	0.049154
baseline-v1	padchord	0.5	repeat	sa_attack_ratio	0.430250
baseline-v1	padchord	0.5	repeat	sa_flatness_delta	0.000032
baseline-v1	padchord	0.5	repeat	sa_lufs_delta_db	0.050162
baseline-v1	padchord	0.75	repeat	trailing_silence	0.000667
baseline-v1	padchord	0.75	repeat	spectral_delta_db	0.009725
baseline-v1	padchord	0.75	repeat	level_delta_db	0.069170
baseline-v1	padchord	0.75	repeat	sa_attack_ratio	0.324516
baseline-v1	padchord	0.75	repeat	sa_flatness_delta	0.000026
baseline-v1	padchord	0.75	repeat	sa_lufs_delta_db	0.000802
baseline-v1	padchord	1.25	repeat	trailing_silence	0.000400
baseline-v1	padchord	1.25	repeat	spectral_delta_db	0.003632
baseline-v1	padchord	1.25	repeat	level_delta_db	0.056687
baseline-v1	padchord	1.25	repeat	mod_expected_db	16.202136
baseline-v1	padchord	1.25	repeat	mod_band_peak_db	36.463497
baseline-v1	padchord	1.25	repeat	mod_acf_peak	0.000000
baseline-v1	padchord	1.25	repeat	sa_attack_ratio	0.211734
baseline-v1	padchord	1.25	repeat	sa_flatness_delta	0.000339
baseline-v1	padchord	1.25	repeat	sa_lufs_delta_db	0.187612
baseline-v1	padchord	1.5	repeat	trailing_silence	0.000333
baseline-v1	padchord	1.5	repeat	spectral_delta_db	0.006618
baseline-v1	padchord	1.5	repeat	level_delta_db	0.010296
baseline-v1	padchord	1.5	repeat	mod_expected_db	14.890254
baseline-v1	padchord	1.5	repeat	mod_band_peak_db	34.362932
baseline-v1	padchord	1.5	repeat	mod_acf_peak	0.000000
baseline-v1	padchord	1.5	repeat	sa_attack_ratio	0.206607
baseline-v1	padchord	1.5	repeat	sa_flatness_delta	0.000289
baseline-v1	padchord	1.5	repeat	sa_lufs_delta_db	0.128220
baseline-v1	padchord	2	repeat	trailing_silence	0.000250
baseline-v1	padchord	2	repeat	spectral_delta_db	0.006165
baseline-v1	padchord	2	repeat	level_delta_db	0.015897
baseline-v1	padchord	2	repeat	mod_expected_db	21.767500
baseline-v1	padchord	2	repeat	mod_band_peak_db	33.844479
baseline-v1	padchord	2	repeat	mod_acf_peak	0.000000
baseline-v1	padchord	2	repeat	sa_attack_ratio	0.160398
baseline-v1	padchord	2	repeat	sa_flatness_delta	0.000376
baseline-v1	padchord	2	repeat	sa_lufs_delta_db	0.136405
baseline-v1	padchord	4	repeat	trailing_silence	0.000125
baseline-v1	padchord	4	repeat	spectral_delta_db	0.009229
baseline-v1	padchord	4	repeat	level_delta_db	0.005231
baseline-v1	padchord	4	repeat	mod_expected_db	2.649319
baseline-v1	padchord	4	repeat	mod_band_peak_db	30.143225
baseline-v1	padchord	4	repeat	mod_acf_peak	0.000000
baseline-v1	padchord	4	repeat	sa_attack_ratio	0.209240
baseline-v1	padchord	4	repeat	sa_flatness_delta	0.000290
baseline-v1	padchord	4	repeat	sa_lufs_delta_db	0.172658
baseline-v1	padchord	1.5	once	trailing_silence	0.084500
baseline-v1	padchord	1.5	once	mod_expected_db	44.171076
baseline-v1	padchord	1.5	once	mod_band_peak_db	48.814205
baseline-v1	padchord	1.5	once	mod_acf_peak	0.000000
baseline-v1	padchord	1.5	once	sa_attack_ratio	0.351030
baseline-v1	padchord	1.5	once	sa_flatness_delta	0.000258
baseline-v1	padchord	1.5	once	sa_lufs_delta_db	1.047816
baseline-v1	padchord	1.5	pingpong	trailing_silence	0.000333
baseline-v1	padchord	1.5	pingpong	spectral_delta_db	0.002901
baseline-v1	padchord	1.5	pingpong	level_delta_db	0.028422
baseline-v1	padchord	1.5	pingpong	mod_expected_db	13.979621
baseline-v1	padchord	1.5	pingpong	mod_band_peak_db	32.752113
baseline-v1	padchord	1.5	pingpong	mod_acf_peak	0.000000
baseline-v1	padchord	1.5	pingpong	sa_attack_ratio	0.375159
